block_number,transaction_hash,log_index,token_address,from_address,to_address,value
12345923,6518ef5df60c49888ffd8f5ee13f995a22aeb7a8c28829c11759e3496b6925ff,0,TKttnV3FSY1iEoAwB4N52WK2DxdV94KpSd,TCcrsGF9PdLxJF869dQsK4V5QEG43uvZdt,TMDz8R6U79UT7kygLAPDYjFhof784qHCdX,27777
12345923,dfbefe3f26b80220b51ad346ad111d771822c65ad6594752e6a37a9c506cc084,0,TWVPeyvMbW7gcpmznjbesoG6SKHT2zaXbu,TENqFcXZGHKdm4uaKoPdXaNvgoqJFHT5Zg,TVhyACeKyoQWMA9vyjnTcqkPnht1TnvqbE,4850000000000000000
12345923,dfbefe3f26b80220b51ad346ad111d771822c65ad6594752e6a37a9c506cc084,1,TWVPeyvMbW7gcpmznjbesoG6SKHT2zaXbu,TENqFcXZGHKdm4uaKoPdXaNvgoqJFHT5Zg,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,150000000000000000
12345923,0046ad0a7da9dae9f02cad7c71b49eac253aabe672a0410521071257527fd317,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TKu4DzjDgHhkyxUCmvinbkdHRLE4E9VSea,4999999
12345923,0046ad0a7da9dae9f02cad7c71b49eac253aabe672a0410521071257527fd317,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TKu4DzjDgHhkyxUCmvinbkdHRLE4E9VSea,362318
12345923,357c71fb5f7bbfca6802dd17c792c6c469b72b12546af5c26bbfab686b5c3d96,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TMc653br1ndZhxPjjtmzhzh5dwvMnpu54T,150000000
12345923,357c71fb5f7bbfca6802dd17c792c6c469b72b12546af5c26bbfab686b5c3d96,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TMc653br1ndZhxPjjtmzhzh5dwvMnpu54T,10869565
12345924,175e868465451a4865e20452150cfac047c8b7e6577ea6ef3e3cbbeeefc82306,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,THRePsE3iAxv7ZLbmoWGXxxbUkyZMsYyRJ,4999999
12345924,175e868465451a4865e20452150cfac047c8b7e6577ea6ef3e3cbbeeefc82306,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,THRePsE3iAxv7ZLbmoWGXxxbUkyZMsYyRJ,362318
12345924,9256e55182eb658faf26c2c31a1fe65e2b13b80f8cabf8b5c602a55dffb81303,0,TBd4Nt5JVMmZ5uQ8jtVLXUuVXZFK1asJM5,TBnByNDEGyi1o7wpHb5j1zjrXocKmN4hJp,TBd4Nt5JVMmZ5uQ8jtVLXUuVXZFK1asJM5,2558173303
12345924,2654584184ba51f01291b8cb7ab52bea8f510b81f0e0053682233e553bf464e7,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TTtBbQGEUYJVoMRoQDWkW1zPytf5eiuY2o,19999999
12345924,2654584184ba51f01291b8cb7ab52bea8f510b81f0e0053682233e553bf464e7,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TTtBbQGEUYJVoMRoQDWkW1zPytf5eiuY2o,724637
12345926,f5b424c8b77a466221d10880cb380cf0db3829dfb4480d28c5e47ace121df97e,0,TLvDJcvKJDi3QuHgFbJC6SeTj3UacmtQU3,TGtGhthzyLBYPUKDysXX1YSgRKPYVTQuMe,TTSpfqBeWtNQD3wphJrFZ3Cv4vbVptd5oT,1402023
12345926,3796d3c0e1eb08c644e46ebf3fa5092b8685ffa1bacdfa58887553eed0b47be0,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TQLQ51h4UQ4keh2GQgiyhS2VWpAdgv2fxa,125000000
12345926,3796d3c0e1eb08c644e46ebf3fa5092b8685ffa1bacdfa58887553eed0b47be0,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TQLQ51h4UQ4keh2GQgiyhS2VWpAdgv2fxa,4528985
12345926,ac26beee9a89d28223bb80b54ae3a9b916134f2ea77de3b7c161b30e008cb74b,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TMc653br1ndZhxPjjtmzhzh5dwvMnpu54T,150000000
12345926,ac26beee9a89d28223bb80b54ae3a9b916134f2ea77de3b7c161b30e008cb74b,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TMc653br1ndZhxPjjtmzhzh5dwvMnpu54T,10869565
12345927,5614cdc204562e75d2f71a38d497099d74c560876f61c6ac7fdb3cde82fff971,0,TVgAYofpQku5G4zenXnvxhbZxpzzrk8WVK,TSvin3om2vWuw5stbxTeDQrpqH2VSKTpKz,TP1yemoGpWhXg56XbueU9AQiNwTMTYRjpD,5279495
12345927,be579e15738603817e9c0a329bf5512ec81a61d0fcdac678996b7a39df298dad,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TFJyUUX9p57Pdui2Jbg7PGRdqNaPih7No5,175000000
12345927,be579e15738603817e9c0a329bf5512ec81a61d0fcdac678996b7a39df298dad,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TFJyUUX9p57Pdui2Jbg7PGRdqNaPih7No5,6340579
12345928,927170984e84c3996eb17d8763c197521c3587fb3aaade7cd696d54acd0b91f0,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TKu4DzjDgHhkyxUCmvinbkdHRLE4E9VSea,4999999
12345928,927170984e84c3996eb17d8763c197521c3587fb3aaade7cd696d54acd0b91f0,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TKu4DzjDgHhkyxUCmvinbkdHRLE4E9VSea,362318
12345928,94e633f8369d6b7933ef31d616a0b685c6c1fc7df36aeb72b8b3c26096caf558,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TTtBbQGEUYJVoMRoQDWkW1zPytf5eiuY2o,19999999
12345928,94e633f8369d6b7933ef31d616a0b685c6c1fc7df36aeb72b8b3c26096caf558,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TTtBbQGEUYJVoMRoQDWkW1zPytf5eiuY2o,724637
12345928,3c39f01d4dff6c262e3f91b3077726bfd1c5fbe581339fdfe6427c989026ab47,0,TXYhKLxwbsVRJ7JuZx1WMZqS74zZXEZJ9y,TN55cQHpbWhigtjvZZwALSX3xpZHsWZ9VT,TK5QyWpVCXG5Q4fADobvTEgaSMZqeKMQHj,4115880000
12345929,b1bf235211adb94d46c3aa42fa16612f56c4e5156d847b455aed927d24d3a2eb,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,THRePsE3iAxv7ZLbmoWGXxxbUkyZMsYyRJ,4999999
12345929,b1bf235211adb94d46c3aa42fa16612f56c4e5156d847b455aed927d24d3a2eb,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,THRePsE3iAxv7ZLbmoWGXxxbUkyZMsYyRJ,362318
12345929,8eaccc58ed633909835eff9b0d9cda8f08611f7d1844a9e9784cfaa70fa082dc,0,TXpSN9vd4VnSz8xvMhH7iabVaEtgWnfNiG,TQLQ51h4UQ4keh2GQgiyhS2VWpAdgv2fxa,TXpSN9vd4VnSz8xvMhH7iabVaEtgWnfNiG,5000000
12345930,98e48e4cfd5f994a1d9329ae0e83fdd43412a872702ff07cc002def0804125bc,2,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TFJyUUX9p57Pdui2Jbg7PGRdqNaPih7No5,175000000
12345930,98e48e4cfd5f994a1d9329ae0e83fdd43412a872702ff07cc002def0804125bc,3,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TFJyUUX9p57Pdui2Jbg7PGRdqNaPih7No5,6340579
12345930,af7b4f53341235e2b53de8b457a8447105e1d3b5f202e837e24f5f3fdb1a9da8,1,TVgAYofpQku5G4zenXnvxhbZxpzzrk8WVK,TP1yemoGpWhXg56XbueU9AQiNwTMTYRjpD,TMqudCHDJRLoeKfnE7x27SZsPKj4ARpqud,5279000
12345930,7ba05163d9d6b1e757f2879f01a9859f4820086949552e0386f46f7a10fdd047,0,TLa2f6VPqDgRE67v1736s7bJ8Ray5wYjU7,TKYXPhLNcFsUQ2hgbA1eeV7nyX9V2Kddx5,TCgnJmYmMUJ9eS6x62Vj7YFfpBM1DTL8V8,5448787534000
12345930,83774abac141f81820db6972b216a7c723abaebc2ff61ce612f8e4f88e666d06,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TMc653br1ndZhxPjjtmzhzh5dwvMnpu54T,150000000
12345930,83774abac141f81820db6972b216a7c723abaebc2ff61ce612f8e4f88e666d06,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TMc653br1ndZhxPjjtmzhzh5dwvMnpu54T,10869565
12345930,5f7a6ba77bcdccdea7ce2395390a34c4f06c584b1a12cdae4321875d4cb49342,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TQLQ51h4UQ4keh2GQgiyhS2VWpAdgv2fxa,125000000
12345930,5f7a6ba77bcdccdea7ce2395390a34c4f06c584b1a12cdae4321875d4cb49342,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TQLQ51h4UQ4keh2GQgiyhS2VWpAdgv2fxa,4528985
12345933,854d315f251060a5e7cb5b932598f82ee6742ad6a94d266dadb249c82cc27253,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TKu4DzjDgHhkyxUCmvinbkdHRLE4E9VSea,4999999
12345933,854d315f251060a5e7cb5b932598f82ee6742ad6a94d266dadb249c82cc27253,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TKu4DzjDgHhkyxUCmvinbkdHRLE4E9VSea,362318
12345934,71dc06abf63c3b40a25b093235d29fe9b76f55d5609d1611fbd1f933d862462f,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,THRePsE3iAxv7ZLbmoWGXxxbUkyZMsYyRJ,4999999
12345934,71dc06abf63c3b40a25b093235d29fe9b76f55d5609d1611fbd1f933d862462f,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,THRePsE3iAxv7ZLbmoWGXxxbUkyZMsYyRJ,362318
12345934,d6a5c904ae5dea52ccdca71b7625f6208059209059aeecc298c6f1e6193ea8e8,0,TLa2f6VPqDgRE67v1736s7bJ8Ray5wYjU7,TCgnJmYmMUJ9eS6x62Vj7YFfpBM1DTL8V8,TQooBX9o8iSSprLWW96YShBogx7Uwisuim,544339300
12345934,39303da000672a371146ce9806de8dcf9cbcd00c9b061fc38ebc895734ba0b5c,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TQLQ51h4UQ4keh2GQgiyhS2VWpAdgv2fxa,125000000
12345934,39303da000672a371146ce9806de8dcf9cbcd00c9b061fc38ebc895734ba0b5c,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TQLQ51h4UQ4keh2GQgiyhS2VWpAdgv2fxa,4528985
12345934,3500b8f0340b08f5800b55bdb749ec1c8ef69c627be2164cd617289ba90816fb,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TTtBbQGEUYJVoMRoQDWkW1zPytf5eiuY2o,19999999
12345934,3500b8f0340b08f5800b55bdb749ec1c8ef69c627be2164cd617289ba90816fb,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TTtBbQGEUYJVoMRoQDWkW1zPytf5eiuY2o,724637
12345935,0b87e5a44f18d50cdef795908633ebdf8d4b1dd36f0af0a9a27a9ec904dab2ff,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TFJyUUX9p57Pdui2Jbg7PGRdqNaPih7No5,175000000
12345935,0b87e5a44f18d50cdef795908633ebdf8d4b1dd36f0af0a9a27a9ec904dab2ff,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TFJyUUX9p57Pdui2Jbg7PGRdqNaPih7No5,6340579
12345935,dab91ac5060fc38f4fb09b6989851286679c7196cb5dc1427f11eae2b032baed,0,TWLLFimBiVUVB9g2yBafM7povXRj9WYKYC,TBQS7WeBsQeBH8jPHERMYEQhHwWAxfmrWu,TGK89apcQ9oXEheyWtCkP6cvkJaiKfHDdy,10000000
12345937,f51ad56d3e16ea3ad846d5c5b44942b6cbf5a9dbb34f7f73ee3f47d63715650b,0,TLa2f6VPqDgRE67v1736s7bJ8Ray5wYjU7,THDwuQsEiNqh8oLFhi7pjcyWCoYv4hSohL,TQxyyiSmegQUNrUeDZeW5A4EWEPKjuLvfs,229645293000
12345937,82ba45d7bc66b9cd3ad10689b3236ec76e9443dc702c39ede21a389945fb8047,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TTtBbQGEUYJVoMRoQDWkW1zPytf5eiuY2o,19999999
12345937,82ba45d7bc66b9cd3ad10689b3236ec76e9443dc702c39ede21a389945fb8047,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TTtBbQGEUYJVoMRoQDWkW1zPytf5eiuY2o,724637
12345938,694cdc6346d3727c64a3066d1d2517186d706f71b00b2c6d9504a7f9d0c01f95,0,TVgAYofpQku5G4zenXnvxhbZxpzzrk8WVK,TSvin3om2vWuw5stbxTeDQrpqH2VSKTpKz,TCTLJ24Qf426XBz3KdR76HeN1ZdnGKgSu5,398913033
12345938,e52691fa16db7f8f2b9755d9c517ca6b4995199a6315a2a37a345260ca021ff9,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TKu4DzjDgHhkyxUCmvinbkdHRLE4E9VSea,4999999
12345938,e52691fa16db7f8f2b9755d9c517ca6b4995199a6315a2a37a345260ca021ff9,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TKu4DzjDgHhkyxUCmvinbkdHRLE4E9VSea,362318
12345938,e81e62cccdfa31497607005699441d6bb58e930750c8226cee2a1534a35e8621,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TQLQ51h4UQ4keh2GQgiyhS2VWpAdgv2fxa,125000000
12345938,e81e62cccdfa31497607005699441d6bb58e930750c8226cee2a1534a35e8621,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TQLQ51h4UQ4keh2GQgiyhS2VWpAdgv2fxa,4528985
12345939,9420b6f95f16382b343a0c8965caef5e176356d22aafcb2543678021cbb2f4d2,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TFJyUUX9p57Pdui2Jbg7PGRdqNaPih7No5,175000000
12345939,9420b6f95f16382b343a0c8965caef5e176356d22aafcb2543678021cbb2f4d2,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TFJyUUX9p57Pdui2Jbg7PGRdqNaPih7No5,6340579
12345939,216c454270cb461a5aa9ee3325dab42d3b63a9b5f479f92883886f3c47e4bd7f,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,THRePsE3iAxv7ZLbmoWGXxxbUkyZMsYyRJ,4999999
12345939,216c454270cb461a5aa9ee3325dab42d3b63a9b5f479f92883886f3c47e4bd7f,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,THRePsE3iAxv7ZLbmoWGXxxbUkyZMsYyRJ,362318
12345940,8920065b4226fbaa3227d3a8c3e785efd9898e4f4611e6119f72c0234d8a2488,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TMc653br1ndZhxPjjtmzhzh5dwvMnpu54T,145000000
12345940,8920065b4226fbaa3227d3a8c3e785efd9898e4f4611e6119f72c0234d8a2488,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TMc653br1ndZhxPjjtmzhzh5dwvMnpu54T,10507246
12345940,01a303ae30e7af44ea82c762de93637aa731b649730cbad7a7bd1896efaea937,0,TLvDJcvKJDi3QuHgFbJC6SeTj3UacmtQU3,TTSpfqBeWtNQD3wphJrFZ3Cv4vbVptd5oT,TCgnJmYmMUJ9eS6x62Vj7YFfpBM1DTL8V8,2815173
12345941,b3420e74c8918d40854e84aba54f2f5e0e9d61c3debd470442e3f65f5e3f4e4f,0,TLa2f6VPqDgRE67v1736s7bJ8Ray5wYjU7,TBwFEH1sgHdVShQuq3Lz7bexWY1SZG4NQo,TSMbPm5mUsaTDSEjHCd55ZJaib3Ysvjyc5,342954700000
12345941,e48343118f2d2f17fe25bcb0b853186f3d7e8e1a7408d92804ff06a9e30e984a,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TTtBbQGEUYJVoMRoQDWkW1zPytf5eiuY2o,19999999
12345941,e48343118f2d2f17fe25bcb0b853186f3d7e8e1a7408d92804ff06a9e30e984a,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TTtBbQGEUYJVoMRoQDWkW1zPytf5eiuY2o,724637
12345941,d6e5b6522245e375f068ff9dd1c93e944e9bd4a72da592c61cb7be2c739d0ab1,0,TKTcfBEKpp5ZRPwmiZ8SfLx8W7CDZ7PHCY,TShfu2VZZpDf44rCZzvo5xVTv6ZwgFqo3i,TXetJRNQCazozb5WUyey2qxufHSgXrwJ2w,1295067
12345942,e5fa2c8ff8f9a131d89b17491191eb4e1a02304990f3bd6b340f85f3e900fea7,0,TXYhKLxwbsVRJ7JuZx1WMZqS74zZXEZJ9y,TP9qz44ne7qMxsCfLAZQTBuehizRs3KX2r,TK1FMAkd9VJm98iy963KTwWUYEtTDHYQRt,424575000
12345942,7499068dbe4adfb326efb21ee860be02952e34477c7439025bdce1e7bc07055e,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TQLQ51h4UQ4keh2GQgiyhS2VWpAdgv2fxa,125000000
12345942,7499068dbe4adfb326efb21ee860be02952e34477c7439025bdce1e7bc07055e,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TQLQ51h4UQ4keh2GQgiyhS2VWpAdgv2fxa,4528985
12345943,ed086380a9f3042afe1b0bac8497a3d06f3ac1b127b98be10bfd3e530aa82ddb,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TFJyUUX9p57Pdui2Jbg7PGRdqNaPih7No5,175000000
12345943,ed086380a9f3042afe1b0bac8497a3d06f3ac1b127b98be10bfd3e530aa82ddb,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TFJyUUX9p57Pdui2Jbg7PGRdqNaPih7No5,6340579
12345943,c9002ca129c6238d6eff31672344157590558d32ee2066b3dc1f13c571ab8cd4,0,TKTcfBEKpp5ZRPwmiZ8SfLx8W7CDZ7PHCY,TShfu2VZZpDf44rCZzvo5xVTv6ZwgFqo3i,TKeWWAVk7QAv8WJWKxgNuCmp1pL74BgCP3,323767
12345943,029a141b2b2d90d91f95545e04e19bed79af60cd62eebb62c6e22ac83adace8b,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TKu4DzjDgHhkyxUCmvinbkdHRLE4E9VSea,4999999
12345943,029a141b2b2d90d91f95545e04e19bed79af60cd62eebb62c6e22ac83adace8b,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TKu4DzjDgHhkyxUCmvinbkdHRLE4E9VSea,362318
12345943,dee6ff315ddde48a33d0763165d8316ed700e044c8b2adcb3bd70aaa0ae9cb80,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,THRePsE3iAxv7ZLbmoWGXxxbUkyZMsYyRJ,9999999
12345943,dee6ff315ddde48a33d0763165d8316ed700e044c8b2adcb3bd70aaa0ae9cb80,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,THRePsE3iAxv7ZLbmoWGXxxbUkyZMsYyRJ,724637
12345943,fa8fe586cd3e6a2e4730ddac545bac8453bd5daba5f12855c24400a449c3e17a,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TMc653br1ndZhxPjjtmzhzh5dwvMnpu54T,145000000
12345943,fa8fe586cd3e6a2e4730ddac545bac8453bd5daba5f12855c24400a449c3e17a,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TMc653br1ndZhxPjjtmzhzh5dwvMnpu54T,10507246
12345943,942d42ad3440da3dbff09933d81ac51b093c2aedea88b565bba44d593d7ba0e1,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,THNfzr3Vunq9ZfChQNJcz1GUK4uqdNN86J,999999
12345943,942d42ad3440da3dbff09933d81ac51b093c2aedea88b565bba44d593d7ba0e1,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,THNfzr3Vunq9ZfChQNJcz1GUK4uqdNN86J,36231
12345944,bea104b530b3ecb7088f261589aaf8ec3ede340bec4dadf86a56add7c5ae2617,0,TLa2f6VPqDgRE67v1736s7bJ8Ray5wYjU7,TSMbPm5mUsaTDSEjHCd55ZJaib3Ysvjyc5,TX2JAZPbQ3AE8rveH8ee27WS5VCxvxngVv,342954700000
12345944,6e0d6a394cb529d04c2fda709cdb3067b5b7fc4ff3bda961929abf167b91875e,0,TLa2f6VPqDgRE67v1736s7bJ8Ray5wYjU7,TCgnJmYmMUJ9eS6x62Vj7YFfpBM1DTL8V8,TPM4ZCjUe6ce3CtFTWpMqeSBo3775FQDbW,45025830608
12345944,da277c3a02dfac3989607f635805a40170d6e77f0dc0fe398c622c6d072ce86b,0,TVgAYofpQku5G4zenXnvxhbZxpzzrk8WVK,TSvin3om2vWuw5stbxTeDQrpqH2VSKTpKz,TTMhQTrDoTqb5CUggax2QsNJcYPqyzKLtT,5279503
12345945,76f2f261fc1fb2bb3e500843db8415ab3d59f4197a49a46d497e481adbaf8b4d,0,TLvDJcvKJDi3QuHgFbJC6SeTj3UacmtQU3,TCgnJmYmMUJ9eS6x62Vj7YFfpBM1DTL8V8,TFXz7HicnHWEzcCfdds311RoeYU6Jgh2F3,2815173
12345945,9ff0b57199cfcb4404a010597063fa2aeb6f816f90bfe74a5fc7cf8b09f20ab6,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TTtBbQGEUYJVoMRoQDWkW1zPytf5eiuY2o,19999999
12345945,9ff0b57199cfcb4404a010597063fa2aeb6f816f90bfe74a5fc7cf8b09f20ab6,1,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TTtBbQGEUYJVoMRoQDWkW1zPytf5eiuY2o,724637
12345946,a46069f36892463ce80d6a0a43ac0ab2874bbf8b4540275a66c7ab813e67f962,2,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,THNfzr3Vunq9ZfChQNJcz1GUK4uqdNN86J,1999999
12345946,a46069f36892463ce80d6a0a43ac0ab2874bbf8b4540275a66c7ab813e67f962,3,TTje3yoadUpuHrVnm9Bju4njBv3vm4WRrQ,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,THNfzr3Vunq9ZfChQNJcz1GUK4uqdNN86J,72463
12345946,c6b87efb50fc7193c12b812e18387a115890c1a7c68b4d460a44bbad4e12d268,0,TGpP9GPsjyq2yo4WrwSJvqYwqZLKRnSzE8,T9yD14Nj9j7xAB4dbGeiX9h8unkKHxuWwb,TQLQ51h4UQ4keh2GQgiyhS2VWpAdgv2fxa,125000000
